T29,Internet Usage,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
626,Timor-Leste,2005,Percentage of individuals using the internet,0.0990,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
626,Timor-Leste,2010,Percentage of individuals using the internet,3.0000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
626,Timor-Leste,2015,Percentage of individuals using the internet,23.0000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
626,Timor-Leste,2016,Percentage of individuals using the internet,25.2462,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
626,Timor-Leste,2017,Percentage of individuals using the internet,27.4927,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
768,Togo,2000,Percentage of individuals using the internet,0.8000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
768,Togo,2005,Percentage of individuals using the internet,1.8000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
768,Togo,2010,Percentage of individuals using the internet,3.0000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
768,Togo,2015,Percentage of individuals using the internet,7.1200,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
768,Togo,2016,Percentage of individuals using the internet,11.3100,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
768,Togo,2017,Percentage of individuals using the internet,12.3602,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
776,Tonga,2000,Percentage of individuals using the internet,2.4344,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
776,Tonga,2005,Percentage of individuals using the internet,4.9078,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
776,Tonga,2010,Percentage of individuals using the internet,16.0000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
776,Tonga,2015,Percentage of individuals using the internet,38.6513,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
776,Tonga,2016,Percentage of individuals using the internet,39.9500,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
776,Tonga,2017,Percentage of individuals using the internet,41.2487,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
780,Trinidad and Tobago,2000,Percentage of individuals using the internet,7.7214,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
780,Trinidad and Tobago,2005,Percentage of individuals using the internet,28.9767,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
780,Trinidad and Tobago,2010,Percentage of individuals using the internet,48.5000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
780,Trinidad and Tobago,2015,Percentage of individuals using the internet,69.1985,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
780,Trinidad and Tobago,2016,Percentage of individuals using the internet,73.2969,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
780,Trinidad and Tobago,2017,Percentage of individuals using the internet,77.3261,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
788,Tunisia,2000,Percentage of individuals using the internet,2.7507,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
788,Tunisia,2005,Percentage of individuals using the internet,9.6551,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
788,Tunisia,2010,Percentage of individuals using the internet,36.8000,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
788,Tunisia,2015,Percentage of individuals using the internet,46.5000,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
788,Tunisia,2016,Percentage of individuals using the internet,49.6000,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
788,Tunisia,2017,Percentage of individuals using the internet,64.1908,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
788,Tunisia,2018,Percentage of individuals using the internet,64.1908,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
792,Turkey,2000,Percentage of individuals using the internet,3.7617,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
792,Turkey,2005,Percentage of individuals using the internet,15.4600,Population aged 16 to 74 years.;Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
792,Turkey,2010,Percentage of individuals using the internet,39.8200,Population aged 16 to 74 years.;Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
792,Turkey,2015,Percentage of individuals using the internet,53.7450,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
792,Turkey,2016,Percentage of individuals using the internet,58.3477,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
792,Turkey,2017,Percentage of individuals using the internet,64.6846,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
792,Turkey,2018,Percentage of individuals using the internet,71.0428,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
795,Turkmenistan,2000,Percentage of individuals using the internet,0.1333,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
795,Turkmenistan,2005,Percentage of individuals using the internet,0.9973,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
795,Turkmenistan,2010,Percentage of individuals using the internet,3.0000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
795,Turkmenistan,2015,Percentage of individuals using the internet,14.9968,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
795,Turkmenistan,2016,Percentage of individuals using the internet,17.9903,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
795,Turkmenistan,2017,Percentage of individuals using the internet,21.2510,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
798,Tuvalu,2000,Percentage of individuals using the internet,5.2416,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
798,Tuvalu,2010,Percentage of individuals using the internet,25.0000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
798,Tuvalu,2015,Percentage of individuals using the internet,42.7000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
